brazilian,british,cajun_creole,chinese,filipino,french,greek,indian,irish,italian,jamaican,japanese,korean,mexican,moroccan,russian,southern_us,spanish,thai,vietnamese,n_zeros,max_score,class
0.03,0.11,0.0,0.01,0.03,0.11,0.0,0.02,0.37,0.08,0.01,0.0,0.02,0.01,0.01,0.04,0.09,0.06,0.0,0.0,5,0.37,invalid
0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.04,0.0,0.77,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.03,0.0,0.0,13,0.77,invalid
0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,18,0.99,valid
0.0,0.0,0.0,0.01,0.0,0.03,0.19,0.0,0.0,0.04,0.0,0.0,0.01,0.67,0.01,0.0,0.02,0.0,0.02,0.0,11,0.67,valid
0.0,0.0,0.0,0.05,0.05,0.0,0.01,0.65,0.0,0.02,0.0,0.08,0.01,0.05,0.0,0.0,0.04,0.01,0.01,0.02,8,0.65,invalid
0.06,0.05,0.0,0.04,0.03,0.05,0.01,0.21,0.04,0.05,0.01,0.08,0.02,0.08,0.01,0.08,0.18,0.0,0.0,0.0,4,0.21,invalid
0.01,0.06,0.05,0.01,0.01,0.01,0.07,0.08,0.13,0.32,0.01,0.0,0.02,0.07,0.0,0.04,0.04,0.07,0.0,0.0,4,0.32,invalid
0.0,0.01,0.03,0.07,0.03,0.05,0.02,0.08,0.0,0.17,0.04,0.03,0.0,0.18,0.0,0.08,0.18,0.02,0.01,0.0,5,0.18,valid
0.04,0.0,0.01,0.01,0.06,0.02,0.0,0.13,0.01,0.25,0.06,0.01,0.01,0.27,0.01,0.0,0.11,0.0,0.0,0.0,6,0.27,invalid
0.01,0.01,0.0,0.0,0.01,0.16,0.0,0.59,0.0,0.03,0.01,0.09,0.0,0.04,0.0,0.0,0.04,0.01,0.0,0.0,9,0.59,invalid
0.0,0.0,0.01,0.33,0.01,0.0,0.0,0.01,0.0,0.04,0.0,0.13,0.39,0.03,0.0,0.0,0.01,0.0,0.02,0.02,9,0.39,valid
0.04,0.08,0.02,0.14,0.0,0.13,0.0,0.02,0.03,0.19,0.0,0.04,0.02,0.05,0.0,0.02,0.12,0.03,0.04,0.03,4,0.19,invalid
0.0,0.0,0.0,0.0,0.13,0.04,0.0,0.66,0.0,0.01,0.01,0.05,0.0,0.03,0.0,0.0,0.01,0.01,0.03,0.02,9,0.66,valid
0.0,0.0,0.0,0.01,0.0,0.02,0.42,0.24,0.01,0.06,0.0,0.04,0.0,0.1,0.0,0.02,0.02,0.03,0.01,0.02,7,0.42,valid
0.01,0.03,0.01,0.31,0.05,0.06,0.0,0.11,0.0,0.09,0.0,0.1,0.05,0.04,0.0,0.02,0.03,0.0,0.06,0.03,5,0.31,invalid
0.01,0.0,0.01,0.0,0.0,0.0,0.05,0.89,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,13,0.89,valid
0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.87,0.0,0.03,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,13,0.87,valid
0.0,0.01,0.0,0.05,0.0,0.01,0.01,0.6,0.0,0.05,0.0,0.05,0.0,0.08,0.0,0.02,0.12,0.0,0.0,0.0,10,0.6,valid
0.02,0.0,0.04,0.08,0.22,0.01,0.0,0.17,0.0,0.14,0.0,0.0,0.1,0.11,0.01,0.02,0.03,0.0,0.02,0.03,6,0.22,valid
0.02,0.07,0.05,0.01,0.01,0.38,0.04,0.0,0.02,0.18,0.03,0.01,0.01,0.03,0.0,0.0,0.11,0.0,0.01,0.02,4,0.38,invalid
0.18,0.06,0.03,0.02,0.01,0.02,0.0,0.04,0.0,0.3,0.02,0.01,0.01,0.06,0.0,0.02,0.2,0.02,0.0,0.0,5,0.3,valid
0.02,0.06,0.0,0.0,0.0,0.26,0.04,0.04,0.03,0.36,0.0,0.0,0.0,0.02,0.0,0.0,0.14,0.03,0.0,0.0,10,0.36,invalid
0.0,0.06,0.04,0.0,0.0,0.03,0.03,0.02,0.16,0.04,0.01,0.03,0.0,0.15,0.0,0.02,0.41,0.0,0.0,0.0,8,0.41,valid
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.81,0.0,0.01,0.0,0.09,0.0,0.02,0.0,0.01,0.04,0.01,0.0,0.0,12,0.81,valid
0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.75,0.0,0.01,0.01,0.05,0.0,0.04,0.05,0.0,0.01,0.0,0.04,0.0,8,0.75,valid
0.02,0.01,0.0,0.06,0.07,0.05,0.28,0.16,0.01,0.14,0.0,0.05,0.0,0.04,0.01,0.0,0.04,0.04,0.02,0.0,5,0.28,valid
0.01,0.08,0.01,0.01,0.02,0.01,0.0,0.47,0.0,0.03,0.03,0.15,0.0,0.03,0.04,0.06,0.03,0.0,0.0,0.02,5,0.47,invalid
0.01,0.0,0.02,0.0,0.01,0.05,0.0,0.55,0.0,0.03,0.01,0.25,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,10,0.55,invalid
0.0,0.0,0.07,0.09,0.02,0.03,0.05,0.06,0.01,0.06,0.02,0.06,0.06,0.06,0.07,0.01,0.06,0.05,0.08,0.14,2,0.14,valid
0.0,0.01,0.04,0.0,0.0,0.2,0.07,0.01,0.0,0.43,0.01,0.0,0.0,0.13,0.0,0.0,0.05,0.01,0.04,0.0,9,0.43,invalid
0.0,0.15,0.04,0.03,0.02,0.03,0.01,0.41,0.0,0.02,0.0,0.02,0.0,0.13,0.01,0.01,0.1,0.02,0.0,0.0,6,0.41,valid
0.01,0.0,0.01,0.06,0.04,0.05,0.06,0.02,0.01,0.36,0.04,0.0,0.0,0.12,0.01,0.0,0.17,0.01,0.01,0.02,4,0.36,invalid
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.87,0.0,0.03,0.02,0.04,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,12,0.87,invalid
0.0,0.0,0.04,0.11,0.04,0.02,0.0,0.21,0.0,0.03,0.01,0.16,0.05,0.06,0.04,0.02,0.01,0.01,0.12,0.07,4,0.21,invalid
0.01,0.0,0.02,0.38,0.07,0.02,0.0,0.01,0.02,0.01,0.01,0.07,0.1,0.04,0.0,0.0,0.02,0.0,0.16,0.06,5,0.38,invalid
0.01,0.04,0.04,0.0,0.0,0.015340634861704103,0.04,0.3746593651382959,0.05,0.09,0.01,0.06,0.0,0.07,0.03,0.0,0.13,0.01,0.01,0.02,4,0.3746593651382959,valid
0.08,0.04,0.01,0.01,0.03,0.18,0.0,0.01,0.0,0.05,0.02,0.02,0.0,0.11,0.0,0.01,0.42,0.01,0.0,0.0,6,0.42,valid
0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,15,0.86,invalid
0.05,0.0,0.03,0.01,0.02,0.01,0.06,0.32,0.0,0.04,0.02,0.03,0.05,0.03,0.07,0.03,0.17,0.03,0.03,0.0,3,0.32,invalid
0.0,0.12,0.01,0.01,0.01,0.07,0.01,0.01,0.05,0.09,0.02,0.03,0.01,0.06,0.01,0.06,0.41,0.02,0.0,0.0,3,0.41,invalid
0.02,0.02,0.0,0.08,0.22,0.01,0.0,0.36,0.07,0.02,0.02,0.03,0.01,0.07,0.0,0.0,0.06,0.01,0.0,0.0,6,0.36,invalid
0.01,0.01,0.0,0.02,0.0,0.01,0.01,0.76,0.0,0.02,0.0,0.05,0.0,0.08,0.0,0.0,0.03,0.0,0.0,0.0,10,0.76,invalid
0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.88,0.0,0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,14,0.88,valid
0.02,0.08,0.01,0.01,0.02,0.14,0.01,0.01,0.0,0.08,0.0,0.01,0.0,0.03,0.16,0.03,0.39,0.0,0.0,0.0,6,0.39,invalid
0.0,0.03,0.0,0.16,0.03,0.01,0.29,0.17,0.0,0.1,0.01,0.02,0.01,0.05,0.02,0.0,0.04,0.0,0.04,0.02,5,0.29,invalid
0.03,0.04,0.01,0.01,0.03,0.15,0.02,0.32,0.03,0.01,0.01,0.07,0.0,0.15,0.0,0.0,0.12,0.0,0.0,0.0,6,0.32,valid
0.07,0.01,0.0,0.02,0.0,0.08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.14,0.0,0.0,0.18,0.0,0.0,0.0,13,0.5,invalid
0.0,0.01,0.02,0.03,0.0,0.03,0.03,0.17,0.01,0.22,0.07,0.0,0.0,0.12,0.18,0.0,0.05,0.03,0.01,0.02,5,0.22,invalid
0.0,0.06,0.0,0.0,0.01,0.04,0.05,0.07,0.1,0.11,0.0,0.01,0.0,0.09,0.03,0.02,0.4,0.01,0.0,0.0,7,0.4,invalid
0.0,0.01,0.0,0.0,0.0,0.16,0.01,0.01,0.05,0.15,0.01,0.0,0.0,0.01,0.0,0.01,0.5,0.07,0.0,0.01,8,0.5,invalid
0.01,0.0,0.01,0.06,0.04,0.05,0.01,0.01,0.01,0.48,0.0,0.0,0.03,0.13,0.04,0.0,0.07,0.04,0.0,0.01,5,0.48,valid
0.0,0.03,0.0,0.23,0.01,0.07,0.01,0.18,0.03,0.09,0.03,0.06,0.0,0.06,0.0,0.01,0.06,0.03,0.02,0.08,4,0.23,valid
0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.68,0.01,0.01,0.01,0.11,0.0,0.06,0.0,0.0,0.06,0.0,0.01,0.0,10,0.68,valid
0.02,0.0,0.01,0.0,0.01,0.02,0.0,0.76,0.03,0.04,0.01,0.0,0.0,0.03,0.0,0.0,0.06,0.01,0.0,0.0,9,0.76,invalid
0.0,0.04,0.01,0.0,0.0,0.31110192734627945,0.03,0.24889807265372052,0.0,0.07,0.0,0.0,0.02,0.08,0.01,0.02,0.14,0.01,0.0,0.01,7,0.31110192734627945,invalid
0.0,0.01,0.02,0.0,0.01,0.0,0.07,0.04,0.01,0.19,0.0,0.01,0.0,0.43,0.05,0.01,0.01,0.14,0.0,0.0,7,0.43,invalid
0.01,0.0,0.07,0.09,0.45,0.04,0.0,0.0,0.0,0.03,0.0,0.03,0.13,0.04,0.0,0.0,0.03,0.03,0.02,0.03,7,0.45,valid
0.0,0.01,0.0,0.11,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.58,0.01,0.0,0.0,0.0,0.03,0.01,0.06,0.15,9,0.58,invalid
0.01,0.02,0.02,0.01,0.0,0.07,0.14,0.0,0.01,0.41,0.0,0.0,0.0,0.08,0.01,0.04,0.02,0.15,0.0,0.01,6,0.41,invalid
0.0,0.04,0.03,0.12,0.02,0.15,0.0,0.08,0.13,0.06,0.0,0.02,0.0,0.05,0.03,0.08,0.13,0.02,0.0,0.04,5,0.15,valid
0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.55,0.01,0.04,0.05,0.21,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,12,0.55,valid
0.01,0.05,0.02,0.14,0.1,0.09,0.01,0.05,0.02,0.15,0.01,0.09,0.0,0.02,0.0,0.06,0.13,0.0,0.04,0.01,3,0.15,invalid
0.04,0.0,0.02,0.01,0.21,0.03,0.0,0.07,0.03,0.08,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.31,0.0,0.1,8,0.31,valid
0.0,0.01,0.0,0.17,0.0,0.01,0.01,0.16,0.04,0.03,0.0,0.04,0.0,0.23,0.0,0.02,0.25,0.0,0.02,0.01,7,0.25,invalid
0.04,0.14,0.02,0.04,0.0,0.25,0.01,0.06,0.08,0.07,0.0,0.01,0.0,0.08,0.01,0.01,0.16,0.02,0.0,0.0,5,0.25,valid
0.01,0.0,0.01,0.02,0.02,0.02,0.0,0.36,0.0,0.06,0.02,0.01,0.0,0.29,0.02,0.0,0.02,0.01,0.05,0.08,5,0.36,valid
0.01,0.0,0.0,0.03,0.05,0.1,0.03,0.01,0.0,0.59,0.01,0.0,0.0,0.03,0.0,0.0,0.04,0.08,0.02,0.0,8,0.59,invalid
0.01,0.0,0.04,0.0,0.0,0.02,0.05,0.25,0.0,0.1,0.0,0.02,0.01,0.19,0.21,0.0,0.03,0.06,0.01,0.0,7,0.25,invalid
0.0,0.0,0.02,0.01,0.0,0.03,0.09,0.0,0.0,0.75,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.01,0.0,0.02,11,0.75,valid
0.01,0.0,0.01,0.03,0.01,0.0,0.01,0.62,0.0,0.0,0.0,0.09,0.0,0.16,0.01,0.0,0.03,0.0,0.02,0.0,9,0.62,invalid
0.0,0.01,0.0,0.03,0.01,0.01,0.0,0.75,0.02,0.03,0.05,0.04,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,9,0.75,invalid
0.0,0.04,0.0,0.09,0.0,0.05,0.0,0.27,0.08,0.05,0.0,0.07,0.0,0.05,0.01,0.01,0.26,0.02,0.0,0.0,8,0.27,valid
0.01,0.03,0.0,0.05,0.07,0.02,0.0,0.27,0.0,0.11,0.03,0.04,0.0,0.18,0.0,0.02,0.14,0.0,0.01,0.02,6,0.27,valid
0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.88,0.0,0.01,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01,12,0.88,valid
0.0,0.61,0.0,0.0,0.0,0.11,0.0,0.01,0.1,0.02,0.0,0.0,0.0,0.02,0.0,0.01,0.12,0.0,0.0,0.0,12,0.61,invalid
0.02,0.02,0.01,0.1,0.02,0.01,0.0,0.36,0.0,0.04,0.0,0.01,0.0,0.12,0.03,0.07,0.09,0.03,0.05,0.02,4,0.36,invalid
0.0,0.08,0.01,0.0,0.0,0.15,0.06,0.08,0.01,0.24,0.0,0.01,0.0,0.09,0.0,0.01,0.21,0.02,0.0,0.03,7,0.24,invalid
0.0,0.01,0.0,0.0,0.0,0.02,0.09,0.03,0.0,0.76,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.05,0.0,0.0,11,0.76,invalid
0.0,0.0,0.0,0.81,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.03,0.0,0.0,0.0,0.0,0.05,0.02,13,0.81,invalid
0.0,0.0,0.0,0.0,0.01,0.09,0.32,0.08,0.0,0.38,0.0,0.0,0.0,0.02,0.05,0.0,0.01,0.04,0.0,0.0,11,0.38,invalid
0.0,0.0,0.0,0.33,0.1,0.0,0.0,0.24,0.0,0.01,0.0,0.22,0.03,0.01,0.0,0.01,0.05,0.0,0.0,0.0,11,0.33,valid
0.08,0.11,0.0,0.0,0.01,0.4,0.0,0.0,0.02,0.21,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.0,0.01,0.0,11,0.4,invalid
0.0,0.0,0.05,0.0,0.0,0.11,0.05,0.0,0.02,0.62,0.06,0.0,0.0,0.01,0.0,0.0,0.05,0.03,0.0,0.0,11,0.62,invalid
0.0,0.03,0.03,0.0,0.0,0.13,0.03,0.04,0.02,0.01,0.02,0.0,0.0,0.15,0.05,0.0,0.37,0.05,0.0,0.07,7,0.37,invalid
0.0,0.07,0.03,0.02,0.02,0.32,0.0,0.0,0.07,0.2,0.01,0.01,0.0,0.03,0.0,0.0,0.21,0.01,0.0,0.0,8,0.32,invalid
0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.0,0.01,0.83,0.0,0.01,0.0,0.02,0.01,0.0,0.03,0.01,0.02,0.0,9,0.83,valid
0.01,0.0,0.0,0.09,0.02,0.0,0.01,0.03,0.0,0.01,0.0,0.58,0.05,0.08,0.0,0.01,0.02,0.01,0.04,0.04,6,0.58,invalid
0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.75,0.0,0.03,0.0,0.01,0.0,0.03,0.03,0.0,0.06,0.03,0.01,0.0,10,0.75,valid
0.0,0.0,0.01,0.01,0.01,0.02,0.04,0.08,0.01,0.57,0.0,0.01,0.01,0.09,0.01,0.0,0.1,0.03,0.0,0.0,6,0.57,valid
0.0,0.0,0.01,0.07,0.0,0.0,0.01,0.13,0.04,0.06,0.0,0.04,0.0,0.07,0.0,0.05,0.37,0.03,0.11,0.01,7,0.37,valid
0.03,0.03,0.0,0.02,0.01,0.18,0.03,0.03,0.06,0.12,0.01,0.03,0.0,0.01,0.01,0.01,0.42,0.0,0.0,0.0,5,0.42,invalid
0.01,0.02,0.03,0.0,0.02,0.23,0.0,0.0,0.01,0.45,0.0,0.06,0.0,0.03,0.0,0.01,0.08,0.05,0.0,0.0,8,0.45,valid
0.01,0.02,0.04,0.04,0.03,0.12,0.03,0.06,0.0,0.35,0.02,0.0,0.0,0.11,0.0,0.0,0.16,0.0,0.0,0.01,7,0.35,invalid
0.01,0.0,0.02,0.08,0.07,0.0,0.01,0.65,0.0,0.06,0.0,0.04,0.0,0.03,0.01,0.0,0.0,0.0,0.01,0.01,8,0.65,valid
0.05,0.0,0.0,0.01,0.0,0.03,0.0,0.07,0.0,0.16,0.04,0.01,0.0,0.21,0.03,0.0,0.37,0.0,0.0,0.02,9,0.37,valid
0.0,0.1,0.02,0.02,0.02,0.1,0.05,0.04,0.05,0.08,0.03,0.01,0.0,0.07,0.0,0.09,0.31,0.0,0.01,0.0,5,0.31,invalid
0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.82,0.0,0.0,0.0,0.05,0.0,0.06,0.01,0.0,0.04,0.0,0.0,0.0,13,0.82,valid
0.0,0.01,0.0,0.04,0.0,0.0,0.02,0.61,0.03,0.0,0.0,0.03,0.0,0.12,0.04,0.0,0.03,0.01,0.04,0.02,8,0.61,valid
0.03,0.0,0.0,0.01,0.04,0.02,0.0,0.57,0.02,0.07,0.04,0.02,0.0,0.01,0.0,0.0,0.05,0.0,0.09,0.03,7,0.57,invalid
0.01,0.02,0.37,0.01,0.02,0.01,0.02,0.07,0.03,0.04,0.1,0.0,0.0,0.17,0.0,0.01,0.08,0.01,0.03,0.0,4,0.37,invalid
0.0,0.03,0.02,0.0,0.0,0.08,0.0,0.48,0.0,0.08,0.0,0.07,0.0,0.02,0.0,0.01,0.21,0.0,0.0,0.0,11,0.48,valid
0.02,0.05,0.01,0.04,0.01,0.04,0.0,0.27,0.06,0.09,0.0,0.08,0.0,0.06,0.0,0.04,0.17,0.01,0.05,0.0,5,0.27,valid
0.0,0.0,0.01,0.17,0.09,0.0,0.0,0.0,0.0,0.01,0.0,0.08,0.08,0.01,0.0,0.01,0.01,0.01,0.28,0.24,8,0.28,valid
0.0,0.0,0.0,0.03,0.03,0.01,0.0,0.22,0.01,0.26,0.0,0.04,0.01,0.34,0.0,0.01,0.03,0.0,0.0,0.01,8,0.34,invalid
0.0,0.02,0.03,0.04,0.06,0.04,0.01,0.08,0.04,0.3,0.03,0.03,0.03,0.05,0.02,0.03,0.13,0.02,0.02,0.02,1,0.3,invalid
0.0,0.0,0.0,0.12,0.02,0.01,0.02,0.26,0.0,0.03,0.0,0.34,0.06,0.03,0.0,0.0,0.1,0.0,0.01,0.0,9,0.34,invalid
0.05,0.01,0.05,0.0,0.13,0.06,0.0,0.05,0.04760705752619003,0.03,0.02,0.0,0.0,0.01,0.0,0.01,0.52239294247381,0.01,0.0,0.0,7,0.52239294247381,invalid
0.03,0.04,0.06,0.01,0.0,0.42,0.03,0.0,0.0,0.23,0.01,0.02,0.01,0.05,0.02,0.02,0.04,0.01,0.0,0.0,5,0.42,invalid
0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.58,0.0,0.05,0.0,0.12,0.0,0.05,0.0,0.01,0.1,0.01,0.0,0.0,9,0.58,invalid
0.12,0.07,0.0,0.04,0.01,0.02,0.0,0.05,0.0,0.04,0.09,0.14,0.0,0.32,0.0,0.0,0.04,0.0,0.02,0.04,7,0.32,invalid
0.01,0.0,0.01,0.0,0.03,0.08520260223048327,0.03,0.3347973977695167,0.01,0.11,0.01,0.02,0.0,0.1,0.02,0.0,0.22,0.0,0.0,0.01,6,0.3347973977695167,valid
0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.48,0.03,0.03,0.0,0.06,0.0,0.16,0.01,0.01,0.17,0.0,0.03,0.0,9,0.48,valid
0.16,0.01,0.0,0.02,0.18,0.01,0.0,0.16,0.0,0.03,0.02,0.0,0.0,0.01,0.0,0.0,0.07,0.0,0.33,0.0,9,0.33,valid
0.33,0.0,0.0,0.0,0.02,0.01,0.0,0.05,0.01,0.04,0.02,0.0,0.0,0.15,0.0,0.01,0.24,0.11,0.0,0.01,8,0.33,invalid
0.0,0.0,0.0,0.13,0.02,0.09,0.05,0.0,0.01,0.34,0.0,0.24,0.08,0.0,0.0,0.0,0.01,0.03,0.0,0.0,10,0.34,invalid
0.0,0.02,0.0,0.13,0.0,0.07,0.03,0.52,0.0,0.02,0.0,0.15,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.0,11,0.52,valid
0.02,0.0,0.06,0.02,0.0,0.0,0.02,0.53,0.01,0.01,0.0,0.03,0.0,0.18,0.02,0.02,0.08,0.0,0.0,0.0,8,0.53,valid
0.01,0.0,0.02,0.33,0.35,0.0,0.0,0.0,0.0,0.01,0.01,0.07,0.02,0.05,0.0,0.0,0.03,0.01,0.08,0.01,7,0.35,valid
0.0,0.0,0.0,0.0,0.08,0.11,0.03,0.02,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,12,0.72,invalid
0.01,0.0,0.0,0.01,0.02,0.0,0.01,0.12,0.0,0.09,0.01,0.0,0.0,0.64,0.0,0.02,0.06,0.01,0.0,0.0,9,0.64,invalid
0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.74,0.0,0.0,0.0,0.07,0.0,0.1,0.0,0.0,0.06,0.0,0.0,0.0,13,0.74,valid
0.0,0.01,0.01,0.06,0.02,0.05,0.0,0.06,0.0,0.29,0.0,0.01,0.01,0.1,0.0,0.01,0.26,0.02,0.09,0.0,6,0.29,invalid
0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.86,0.0,0.0,0.0,0.09,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,14,0.86,invalid
0.0,0.01,0.0,0.01,0.07,0.0,0.01,0.57,0.06,0.02,0.01,0.08,0.0,0.04,0.01,0.05,0.05,0.0,0.0,0.01,6,0.57,valid
0.01,0.01,0.0,0.12,0.01,0.01,0.02,0.06,0.0,0.07,0.0,0.16,0.16,0.11,0.0,0.0,0.22,0.0,0.03,0.01,6,0.22,invalid
0.02,0.06,0.0,0.08,0.09,0.06,0.0,0.09,0.01,0.16,0.01,0.02,0.01,0.03,0.02,0.01,0.27,0.0,0.03,0.03,3,0.27,invalid
0.0,0.07,0.0,0.0,0.01,0.1,0.0,0.05,0.01,0.18,0.02,0.0,0.01,0.19,0.0,0.18,0.17,0.0,0.01,0.0,8,0.19,invalid
0.03,0.02,0.02,0.04,0.04,0.22,0.0,0.0,0.01,0.22,0.0,0.02,0.0,0.03,0.0,0.03,0.19,0.12,0.01,0.0,6,0.22,invalid
0.05,0.04,0.02,0.04,0.0,0.12,0.0,0.07,0.01,0.19,0.02,0.0,0.0,0.08,0.11,0.01,0.14,0.1,0.0,0.0,6,0.19,invalid
0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.82,0.0,0.02,0.0,0.03,0.0,0.01,0.03,0.0,0.0,0.0,0.05,0.0,12,0.82,valid
0.01,0.01,0.0,0.01,0.02,0.09,0.09,0.0,0.0,0.62,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,11,0.62,valid
0.0,0.0,0.0,0.22,0.03,0.04,0.03,0.13,0.0,0.12,0.01,0.19,0.03,0.02,0.11,0.01,0.0,0.0,0.05,0.01,6,0.22,invalid
0.02,0.0,0.01,0.0,0.01,0.18,0.05,0.32,0.0,0.02,0.01,0.07,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,9,0.32,invalid
0.0,0.0,0.0,0.05,0.12,0.0,0.01,0.58,0.0,0.01,0.04,0.08,0.0,0.04,0.0,0.0,0.01,0.0,0.02,0.04,9,0.58,invalid
0.0,0.1,0.01,0.09,0.0,0.04,0.02,0.15,0.17,0.03,0.06,0.02,0.0,0.1,0.01,0.06,0.12,0.02,0.0,0.0,5,0.17,valid
0.0,0.0,0.03,0.42,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.09,0.12,0.11,0.0,0.01,0.09,0.0,0.01,0.07,8,0.42,valid
0.0,0.01,0.01,0.0,0.0,0.5,0.0,0.0,0.01,0.22,0.0,0.04,0.01,0.03,0.0,0.0,0.12,0.05,0.0,0.0,10,0.5,valid
0.05,0.03,0.09,0.0,0.0,0.08,0.02,0.04,0.03,0.23,0.0,0.01,0.02,0.05,0.01,0.0,0.31,0.03,0.0,0.0,6,0.31,invalid
0.02,0.01,0.0,0.0,0.02,0.04,0.02,0.16,0.03,0.12,0.03,0.01,0.03,0.08,0.08,0.04,0.21,0.0,0.03,0.07,3,0.21,invalid
0.0,0.0,0.0,0.02,0.0,0.06,0.07,0.0,0.0,0.63,0.05,0.01,0.0,0.06,0.02,0.0,0.07,0.01,0.0,0.0,10,0.63,invalid
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.02,0.0,0.0,0.0,18,0.98,valid
0.04,0.1,0.01,0.0,0.03,0.15,0.0,0.01,0.05,0.11,0.06,0.03,0.01,0.01,0.0,0.01,0.34,0.04,0.0,0.0,5,0.34,invalid
0.0,0.02,0.03,0.03,0.02,0.02,0.02,0.63,0.0,0.06,0.0,0.03,0.0,0.09,0.0,0.0,0.03,0.0,0.02,0.0,8,0.63,valid
0.0,0.01,0.01,0.36,0.17,0.02,0.0,0.08,0.0,0.01,0.0,0.11,0.08,0.02,0.01,0.0,0.04,0.0,0.06,0.02,6,0.36,invalid
0.02,0.0,0.01,0.01,0.11,0.03,0.01,0.46,0.02,0.02,0.0,0.1,0.0,0.04,0.12,0.01,0.02,0.02,0.0,0.0,5,0.46,invalid
0.01,0.05,0.06,0.02,0.03,0.14,0.03,0.14,0.02,0.15,0.0,0.0,0.0,0.17,0.01,0.03,0.12,0.02,0.0,0.0,5,0.17,invalid
0.0,0.02,0.01,0.02,0.0,0.0,0.0,0.79,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.04,0.01,0.02,0.01,8,0.79,valid
0.02,0.05,0.06,0.02,0.0,0.16,0.03,0.03,0.01,0.22,0.02,0.08,0.0,0.02,0.0,0.06,0.21,0.0,0.0,0.01,5,0.22,invalid
0.0,0.03,0.02,0.06,0.01,0.06,0.0,0.53,0.01,0.08,0.0,0.03,0.0,0.02,0.0,0.08,0.07,0.0,0.0,0.0,8,0.53,invalid
0.0,0.01,0.01,0.01,0.0,0.05,0.15,0.0,0.0,0.67,0.0,0.0,0.0,0.03,0.03,0.0,0.01,0.03,0.0,0.0,10,0.67,valid
0.0,0.02,0.0,0.03,0.0,0.17,0.05,0.04,0.01,0.13,0.0,0.02,0.0,0.2,0.1,0.0,0.22,0.01,0.0,0.0,8,0.22,invalid
0.0,0.01,0.03,0.01,0.01,0.06,0.02,0.34,0.0,0.06,0.06,0.03,0.0,0.13,0.0,0.05,0.18,0.01,0.0,0.0,6,0.34,invalid
0.02,0.01,0.0,0.0,0.01,0.02,0.0,0.01,0.01,0.05,0.07,0.0,0.0,0.47,0.0,0.06,0.26,0.01,0.0,0.0,8,0.47,invalid
0.06,0.13,0.04,0.02,0.0,0.03,0.0,0.01,0.06,0.14,0.01,0.02,0.01,0.06,0.0,0.02,0.36,0.03,0.0,0.0,5,0.36,invalid
